stack-name,category-name,group-name,title,description,icon-url,url
Application and Data,Utilities,Communications,mailgen,"A Node.js package that generates clean, responsive HTML e-mails for sending transactional mail",https://img.stackshare.io/service/5275/no-img-open-source.png,https://stackshare.io/mailgen
Application and Data,Utilities,Communications,MailChimp Email Blu...,HTML Email Layouts by MailChimp,https://img.stackshare.io/service/1334/69XlPqVT.png,https://stackshare.io/mailchimp-email-blueprints
Application and Data,Utilities,Communications,Mailgun Transaction...,Responsive transactional HTML email templates,https://img.stackshare.io/service/1332/ICON_MAILGUN_NOFX.png,https://stackshare.io/mailgun-transactional-email-templates
Application and Data,Languages & Frameworks,Languages,Haskell,An advanced purely-functional programming language,https://img.stackshare.io/service/1069/oCgm29k9.png,https://stackshare.io/haskell
Application and Data,Languages & Frameworks,Languages,R,A language and environment for statistical computing and graphics,https://img.stackshare.io/service/1213/r-logo.png,https://stackshare.io/r
Application and Data,Application Utilities,Comment Plugins,Commentit,Comments on GitHub pages,https://img.stackshare.io/service/3191/no-img-open-source.png,https://stackshare.io/commentit
Application and Data,Languages & Frameworks,Frameworks (Full Stack),GraPHP,A PHP graph DB web framework ,https://img.stackshare.io/service/3186/no-img-open-source.png,https://stackshare.io/graphp
Application and Data,Languages & Frameworks,Frameworks (Full Stack),Swifton,Ruby on Rails-inspired web framework for Swift,https://img.stackshare.io/service/4581/swifton.png,https://stackshare.io/swifton
Application and Data,Utilities,Communications,Sendwithus Open Sou...,Transactional email templates for the next generation,https://img.stackshare.io/service/1333/d732d0fdd6c97f045433a60266ef9c92.png,https://stackshare.io/sendwithus-open-source-email-templates
Application and Data,Languages & Frameworks,Languages,Erlang,A programming language used to build massively scalable soft real-time systems with requirements on high availability,https://img.stackshare.io/service/1004/cbdf77412da183e43d41c0c0f9a7005a.jpeg,https://stackshare.io/erlang
Application and Data,Languages & Frameworks,Languages,Rust,"A safe, concurrent, practical language",https://img.stackshare.io/service/1070/v7txhrjp9pdqrkdtxxp0.png,https://stackshare.io/rust
Application and Data,Languages & Frameworks,Frameworks (Full Stack),Zen Rails Base Appl...,Base Rails 5.1 application with pre-configured tools and features,https://img.stackshare.io/service/7530/no-img-open-source.png,https://stackshare.io/zen-rails-base-app
Application and Data,Languages & Frameworks,Frameworks (Full Stack),Symfony,A PHP full-stack web framework,https://img.stackshare.io/service/1197/logosf_positif_03_icon.png,https://stackshare.io/symfony
Utilities,Communications,Transactional Email,SendGrid,Email Delivery. Simplified.,https://img.stackshare.io/service/43/kQ_6nwmP.jpg,https://stackshare.io/sendgrid
Application and Data,Languages & Frameworks,Frameworks (Full Stack),Meteor,"An ultra-simple, database-everywhere, data-on-the-wire, pure-Javascript web framework",https://img.stackshare.io/service/1162/uJPMDhZq.png,https://stackshare.io/meteor
Application and Data,Languages & Frameworks,Frameworks (Full Stack),Phalcon,Web framework delivered as a C-extension for PHP,https://img.stackshare.io/service/1199/9f91cac523f3b75ea7a484fb0bfdd1f8.png,https://stackshare.io/phalcon
Utilities,Communications,Transactional Email,Mandrill,"Send transactional, triggered, and personalized email, then track results.",https://img.stackshare.io/service/46/0skjzkftgup526281tkn.png,https://stackshare.io/mandrill
Utilities,Communications,Transactional Email,Mailgun,The Email Service for Developers.,https://img.stackshare.io/service/44/ICON_MAILGUN_NOFX.png,https://stackshare.io/mailgun
Utilities,Communications,Transactional Email,Amazon SES,Bulk and transactional email-sending service.,https://img.stackshare.io/service/17/amazon-ses.png,https://stackshare.io/amazon-ses
Application and Data,Languages & Frameworks,Frameworks (Full Stack),.NET,".NET is a free, cross-platform, open source developer platform for building many different types of applications.",https://img.stackshare.io/service/1014/f_3aOvZe.png,https://stackshare.io/dot-net
Application and Data,Languages & Frameworks,Frameworks (Full Stack),Martini,Classy web framework for Go,https://img.stackshare.io/service/1006/7096097.png,https://stackshare.io/martini
Utilities,Communications,Transactional Email,Postmark,Email delivery for web apps - done right.,https://img.stackshare.io/service/45/yZ35yCOu.png,https://stackshare.io/postmark
Utilities,Communications,Transactional Email,SparkPost,The most advanced transactional email delivery service in the cloud,https://img.stackshare.io/company/15421/F5Lz0HYx_400x400.png,https://stackshare.io/sparkpost
Application and Data,Languages & Frameworks,Frameworks (Full Stack),Grails,"An Open Source, full stack, web application framework for the JVM",https://img.stackshare.io/service/998/64546.png,https://stackshare.io/grails
Utilities,Communications,Transactional Email,sendwithus,Email automation for developers + testing and analytics for marketers.,https://img.stackshare.io/service/320/d732d0fdd6c97f045433a60266ef9c92.png,https://stackshare.io/sendwithus
Utilities,Communications,Transactional Email,Mailjet,Email delivery made easy,https://img.stackshare.io/service/52/BXEGzoD1.jpeg,https://stackshare.io/mailjet
Application and Data,Utilities,Payments,Stripe,Payments for developers,https://img.stackshare.io/service/97/eW6tXeq3.png,https://stackshare.io/stripe
Utilities,Communications,Transactional Email,Postal,"Open source mail delivery platform, alternative to Mailgun or Sendgrid",https://img.stackshare.io/service/6843/no-img-open-source.png,https://stackshare.io/postal
Utilities,Communications,Transactional Email,Apostle.io,"Preview, Update, Analyze and Test your transactional email all in one place",https://img.stackshare.io/service/656/ae4c9fdec99e44b90fb4ffdc4c1e9026.png,https://stackshare.io/apostle-io
Application and Data,Utilities,Payments,PayPal,"Send Money, Pay Online or Set Up a Merchant Account",https://img.stackshare.io/service/236/yy3lVE1y.jpeg,https://stackshare.io/paypal
Application and Data,Utilities,Payments,Adyen,"One integration allows businesses to accept 250 payment methods, from wherever people pay",https://img.stackshare.io/service/2907/OErNR8qK.png,https://stackshare.io/adyen
Application and Data,Utilities,Payments,Chargebee,"Lets you bill, manage and understand your SaaS or subscription based eCommerce business easily.",https://img.stackshare.io/service/539/Qm3TQNBG.png,https://stackshare.io/chargebee
Utilities,Communications,Transactional Email,Cloudmailin,Incoming Email for your Web App,https://img.stackshare.io/service/316/vimeo.png,https://stackshare.io/cloudmailin
Utilities,Communications,Transactional Email,Mailit,A Tiny Drop-In REST API to Send Emails,https://img.stackshare.io/service/7435/mailit.png,https://stackshare.io/mailit
Application and Data,Utilities,Payments,Baremetrics,Subscription analytics & insights,https://img.stackshare.io/service/817/1WVJjXbT.png,https://stackshare.io/baremetrics
Application and Data,Utilities,Payments,Zuora,"Billing, Commerce & Finance to Power your Subscription Business",https://img.stackshare.io/service/100/X7dyDyNR.jpeg,https://stackshare.io/zuora
Application and Data,Utilities,Payments,Chargify,Easily Manage Your Recurring Revenue Business,https://img.stackshare.io/service/102/f0P49l4t.png,https://stackshare.io/chargify
Application and Data,Utilities,Payments,GoCardless,The UK's #1 for online Direct Debit,https://img.stackshare.io/service/892/SrjOfDyz.png,https://stackshare.io/gocardless
Utilities,Application Utilities,Handwriting as a Service,Handwriting.io,The world's best Handwriting API. Every instance of a letter is different.,https://img.stackshare.io/service/4038/-oHvQzm1.png,https://stackshare.io/handwriting-io
Application and Data,Utilities,Payments,Stunning,Stunning stops SaaS app churn by ensuring that billing information is always current for your Stripe customers,https://img.stackshare.io/service/814/cSGPXA-Q.png,https://stackshare.io/stunning
Application and Data,Utilities,Payments,Sush.io,"Sync Stripe with Xero, Quickbooks, Freshbooks and many more",https://img.stackshare.io/service/2206/EWgV4isy.png,https://stackshare.io/sush-io
Application and Data,Utilities,Payments,Dwolla.js,Bank account verification in just a few lines of code,https://img.stackshare.io/service/4161/AAEAAQAAAAAAAAQfAAAAJGY5MjY3ZTUxLTgxZjYtNDI2Mi04NDM4LWYwMzY1ODc1ZDZjOA.png,https://stackshare.io/dwollajs
Application and Data,Utilities,Payments,Spreedly,Spreedly scales payments,https://img.stackshare.io/service/99/0baf4cdd38b8442c405a5b942fc21548.png,https://stackshare.io/spreedly
Application and Data,Utilities,Payments,Killbill,Open-Source Subscription Billing and Payment Platform,https://img.stackshare.io/service/2094/2446739.png,https://stackshare.io/killbill
Application and Data,Utilities,Payments,Quaderno,"Invoicing for Stripe, Braintree, and PayPal",https://img.stackshare.io/service/819/SwfAIN24.png,https://stackshare.io/quaderno
Application and Data,Utilities,Payments,Churn Buster,Failed payment recovery for Stripe,https://img.stackshare.io/service/2036/churn_buster_bolt.png,https://stackshare.io/churn-buster
Application and Data,Utilities,Payments,Amazon FPS,Charge Amazon’s tens of millions of customers using their Amazon account,https://img.stackshare.io/service/397/16ffae8c667bdbc6a4969f6f02090652.png,https://stackshare.io/amazon-fps
Application and Data,Utilities,Payments,WePay,The easiest way to accept payments.,https://img.stackshare.io/service/237/QtfjIBsx.png,https://stackshare.io/wepay
Application and Data,Utilities,Payments,Stripe Billing,A set of tools for billing and subscriptions,https://img.stackshare.io/service/8830/MFKh-pNn_400x400.jpg,https://stackshare.io/stripe-billing
Application and Data,Utilities,Application Utilities,Amazon Kinesis,Store and process terabytes of data each hour from hundreds of thousands of sources,https://img.stackshare.io/service/433/16ffae8c667bdbc6a4969f6f02090652.png,https://stackshare.io/amazon-kinesis
Application and Data,Utilities,Application Utilities,Amazon Kinesis Fire...,Simple and Scalable Data Ingestion,https://img.stackshare.io/service/3770/amazon-kinesis.png,https://stackshare.io/amazon-kinesis-firehose
Application and Data,Utilities,Payments,HookFeed,Daily/Weekly Analytics and Notifications for your Stripe account,https://img.stackshare.io/service/565/F8W_l9Dv.png,https://stackshare.io/hookfeed
Application and Data,Utilities,Payments,Revealytics,Stripe SaaS-analytics bot for Slack,https://img.stackshare.io/service/4743/s99yqx4u.png,https://stackshare.io/revealytics
Application and Data,Utilities,Payments,TrapFi,Instant payouts for freelance developers.,https://img.stackshare.io/service/8317/favicon_copy.png,https://stackshare.io/trapfi
Application and Data,Utilities,Payments,Recurly,Subscription Billing. Zen Simplicity.,https://img.stackshare.io/service/101/k5k9oe87zeufoqndzo1w.png,https://stackshare.io/recurly
Application and Data,Utilities,Application Utilities,Google Cloud Dataflow,A fully-managed cloud service and programming model for batch and streaming big data processing.,https://img.stackshare.io/service/5253/google-cloud-dataflow.png,https://stackshare.io/google-cloud-dataflow
Application and Data,Utilities,Payments,getMetrics,Stripe analytics with one click,https://img.stackshare.io/service/2299/xJMkcv35.png,https://stackshare.io/getmetrics
Application and Data,Utilities,Payments,Stripe for Gmail,A gmail extension that shows customer's Stripe information alongside the emails they send you,https://img.stackshare.io/service/2678/no-img-open-source.png,https://stackshare.io/stripe-for-gmail
Application and Data,Utilities,Payments,Braintree,Accept payments in your app or website today,https://img.stackshare.io/service/98/mgD1tpPz.jpeg,https://stackshare.io/braintree
Application and Data,Utilities,Payments,AccountDock,Billing history for your Stripe app,https://img.stackshare.io/service/2471/accountdock.png,https://stackshare.io/accountdock
Application and Data,Utilities,Payments,LineLytics,Reporting and analytics for Stripe applications.,https://img.stackshare.io/service/820/b15147eb26612c1676f35e66d7f964e2.png,https://stackshare.io/linelytics
Application and Data,Utilities,Payments,Expiry.io,Reduce your churn rate by avoiding failed payments on Stripe.,https://img.stackshare.io/service/2347/WyzgNv4h.png,https://stackshare.io/expiry-io
Application and Data,Utilities,Payments,Pay Pad,The best  mobile Stripe app with real-time analytics,https://img.stackshare.io/service/822/s3uRd-8p.png,https://stackshare.io/pay-pad
Application and Data,Utilities,Payments,EmailHooks,Dynamic Email Templates for Stripe Events,https://img.stackshare.io/service/821/emailhooks.png,https://stackshare.io/emailhooks
Utilities,Payments,Bitcoin Services,Coinbase,Integrate bitcoin payments into your website or application,https://img.stackshare.io/service/2346/fLpdtiaZ.png,https://stackshare.io/coinbase
Utilities,Payments,Bitcoin Services,BitPay,"Bitcoin payments, deposited to your bank account.",https://img.stackshare.io/service/3450/tqhabTr_.png,https://stackshare.io/bitpay
Utilities,Payments,Bitcoin Services,Coinalytics,Blockchain Intelligence,https://img.stackshare.io/service/2668/pVZbRJVA.jpg,https://stackshare.io/coinalytics
Application and Data,Utilities,Payments,Payola,Drop-in Rails engine for accepting payments with Stripe,https://img.stackshare.io/service/1572/no-img-open-source.png,https://stackshare.io/payola
Utilities,Application Utilities,Email Validator,Kickbox,"Verify your email lists, or integrate email verification into your application via API",https://img.stackshare.io/service/4042/yJDuMsf8.png,https://stackshare.io/kickbox
Utilities,Application Utilities,Email Validator,BriteVerify,Validate your email addresses before you send,https://img.stackshare.io/service/4045/0d72840817785edcbfbe08f23adeb285.png,https://stackshare.io/briteverify
Utilities,Application Utilities,Email Validator,NeverBounce,Real-time email verification and email cleaning services,https://img.stackshare.io/service/5986/neverbounce_white_square.png,https://stackshare.io/neverbounce
Utilities,Application Utilities,Email Validator,Proofy,Quickly validate and verify your email lists.,https://img.stackshare.io/service/5987/AW2EHKO3.jpg,https://stackshare.io/proofy
Utilities,Application Utilities,Email Validator,EmailListValidation,Remove hard bounces and email traps from your email lists,https://img.stackshare.io/service/5798/vJWukvEQ.jpg,https://stackshare.io/emaillistverify
Utilities,Application Utilities,Referrals as a Service,YesGraph,A complete toolkit from UI to API  to seamlessly invite more new users,https://img.stackshare.io/service/5633/7d52936f93fb3e5680148150d9a2e10b.png,https://stackshare.io/yesgraph
Application and Data,Utilities,Application Utilities,GitHub Pages,GitHub Pages are public webpages freely hosted and easily published.,https://img.stackshare.io/service/683/sBsvBbjY.png,https://stackshare.io/github-pages
Application and Data,Utilities,Application Utilities,Netlify,"Build, deploy and host your static site or app with a drag and drop interface and automatic delpoys from GitHub or Bitbucket",https://img.stackshare.io/service/2748/lV55uZMx.png,https://stackshare.io/netlify
Application and Data,Utilities,Application Utilities,Surge,Static web publishing for Front-End Developers,https://img.stackshare.io/service/3646/W-ShR64-.png,https://stackshare.io/surge
Application and Data,Utilities,Application Utilities,GitLab Pages,"Create websites for your GitLab projects, groups, or user account",https://img.stackshare.io/service/4907/lmalkclL.png,https://stackshare.io/gitlab-pages
Application and Data,Utilities,Application Utilities,Webflow,Build responsive websites visually,https://img.stackshare.io/service/587/truotQk9.png,https://stackshare.io/webflow
Application and Data,Utilities,Application Utilities,Divshot,Front-End Application Platform,https://img.stackshare.io/service/684/cHBIc-SE.png,https://stackshare.io/divshot
Application and Data,Utilities,Application Utilities,HexoPress,A blog that syncs with your Google Docs,https://img.stackshare.io/service/6709/no-img-open-source.png,https://stackshare.io/hexopress
Application and Data,Utilities,Application Utilities,BitBalloon,The ultimate static site hosting platform,https://img.stackshare.io/service/521/bf78d4a3ffef94177332b7a344e633df.png,https://stackshare.io/bitballoon
Application and Data,Utilities,Application Utilities,Forge,Static web hosting made simple,https://img.stackshare.io/service/685/7a9565b1f79853646dc5cb2f0df390fb.png,https://stackshare.io/forge
Application and Data,Application Utilities,Forecasting,Prophet,Tool for producing high quality forecasts for time series data (by Facebook),https://img.stackshare.io/service/6594/Screen_Shot_2018-01-25_at_4.46.45_AM.png,https://stackshare.io/prophet
Application and Data,Application Utilities,Forecasting,Unplugg,An automated Forecasting API for timeseries data,https://img.stackshare.io/service/6593/DKTtGaos.png,https://stackshare.io/unplugg
Application and Data,Utilities,Application Utilities,Harp Platform,Front-end publishing platform integrated with Dropbox,https://img.stackshare.io/service/450/0a255388e355648b41b9b89454816795.png,https://stackshare.io/harp-platform
Utilities,Application Utilities,Internet of Things Hardware,Arduino,"Arduino is an open-source electronics prototyping platform based on flexible, easy-to-use hardware and software.",https://img.stackshare.io/service/3195/9d19310763171b0d958d23a18b3d7e1c.png,https://stackshare.io/arduino
Utilities,Application Utilities,Search Tools,Mirage,GUI for writing Elasticsearch queries,https://img.stackshare.io/service/5824/mirage.png,https://stackshare.io/mirage
Utilities,Application Utilities,Search Tools,Dejavu,"A modern, open-source data browser for Elasticsearch",https://img.stackshare.io/service/4686/icon.png,https://stackshare.io/dejavu
Utilities,Application Utilities,Search Tools,Searchkit,React UI Components for Elasticsearch,https://img.stackshare.io/service/4745/16133606.png,https://stackshare.io/searchkit
Utilities,Application Utilities,Search Tools,Elastic,Elasticsearch client for Go,https://img.stackshare.io/service/7633/no-img-open-source.png,https://stackshare.io/elastic-go
Utilities,Application Utilities,Search Tools,Elassandra,Elasticsearch implemented on top of Cassandra,https://img.stackshare.io/service/5422/no-img-open-source.png,https://stackshare.io/elassandra
DevOps,Application Utilities,Source Code Escrow,Codekeeper,Source Code Escrow for Developers,https://img.stackshare.io/service/7806/7xJR9ihQ_400x400.jpg,https://stackshare.io/codekeeper
Utilities,Application Utilities,Data Backup,Amazon Glacier,Low-cost storage service that provides secure and durable storage for data archiving and backup,https://img.stackshare.io/service/387/amazon-glacier.png,https://stackshare.io/amazon-glacier
Utilities,Application Utilities,Data Backup,AWS Storage Gateway,Connect your on-premises IT environment with AWS’s storage infrastructure for data backup and disaster recovery,https://img.stackshare.io/service/413/aws-storage-gateway.png,https://stackshare.io/aws-storage-gateway
Utilities,Application Utilities,Certificate Authority,Let's Encrypt,"A free, automated, and open Certificate Authority (CA)",https://img.stackshare.io/service/4225/4vBYgpew.png,https://stackshare.io/lets-encrypt
Utilities,Application Utilities,Speech Synthesis as a Service,Lyrebird,Create a digital copy of your voice with only one minute of audio,https://img.stackshare.io/service/7598/KQXtuiHT_400x400.jpg,https://stackshare.io/lyrebird
Utilities,Application Utilities,Data Science Notebooks,Jupyter,Multi-language interactive computing environments.,https://img.stackshare.io/service/4190/jupyter-sq-text.png,https://stackshare.io/jupyter
Utilities,Application Utilities,Data Science Notebooks,Apache Zeppelin,A web-based notebook that enables interactive data analytics,https://img.stackshare.io/service/3659/NukVX4E1_400x400.png,https://stackshare.io/zeppelin
Utilities,Application Utilities,Data Science Notebooks,Franchise,An Open-Source SQL Notebook,https://img.stackshare.io/service/7636/apple-touch-icon.png,https://stackshare.io/franchise
Utilities,Business Tools,Application Utilities,import.io,Extract data from the web,https://img.stackshare.io/service/966/xuc8kDu_.png,https://stackshare.io/import-io
Utilities,Business Tools,Application Utilities,Apifier,Hosted web crawler for developers,https://img.stackshare.io/service/3973/PYBKS1GX.jpg,https://stackshare.io/apifier
Utilities,Business Tools,Application Utilities,Portia,Visual web scraping tool that lets you extract data without writing a single line of code,https://img.stackshare.io/service/4465/M510KmGH.png,https://stackshare.io/portia
Utilities,Business Tools,Application Utilities,Kimono,Turn websites into structured APIs from your browser in seconds,https://img.stackshare.io/service/701/BScYjIGr.png,https://stackshare.io/kimono
Utilities,Business Tools,Application Utilities,ParseHub,Turn dynamic websites into APIs,https://img.stackshare.io/service/1515/4c2bkLfo.png,https://stackshare.io/parsehub
Utilities,Application Utilities,Ruby Utilities,Bootsnap,"Boot large ruby/rails apps faster, by Shopify",https://img.stackshare.io/service/7025/no-img-open-source.png,https://stackshare.io/bootsnap
Application and Data,Utilities,Application Utilities,Swagger UI,"dependency-free collection of HTML, Javascript, and CSS assets that dynamically generate beautiful documentation",https://img.stackshare.io/service/3417/pIea9Ji0.png,https://stackshare.io/swagger-ui
Application and Data,Utilities,Application Utilities,ReadMe.io,Beautiful documentation made easy,https://img.stackshare.io/service/1570/B_fNbAwR.png,https://stackshare.io/readme-io
Application and Data,Utilities,Application Utilities,jsdoc,An API documentation generator for JavaScript,https://img.stackshare.io/service/1150/no-img-open-source.png,https://stackshare.io/jsdoc
Application and Data,Utilities,Application Utilities,Read the Docs,"Create, host, and browse documentation",https://img.stackshare.io/service/384/OhsWgbsr.png,https://stackshare.io/read-the-docs
Application and Data,Utilities,Application Utilities,Slate,"Beautiful static documentation for your API, inspired by Stripe's and Paypal's API docs",https://img.stackshare.io/service/1150/no-img-open-source.png,https://stackshare.io/slate
Application and Data,Utilities,Application Utilities,Gelato.io,Really Sweet API Documentation,https://img.stackshare.io/service/3258/4sYR50d5.png,https://stackshare.io/gelato-io
Application and Data,Utilities,Application Utilities,Ardoq,SaaS Platform focusing on automating and visualizing your documentation. ,https://img.stackshare.io/company/12273/gCT0Xh2s_400x400.png,https://stackshare.io/ardoq
Application and Data,Utilities,Application Utilities,Docusaurus,Easy to maintain open source documentation websites,https://img.stackshare.io/service/8438/xyht_7gq_400x400.jpg,https://stackshare.io/docusaurus
Application and Data,Utilities,Application Utilities,Docsify,A documentation site generator without the static html files,https://img.stackshare.io/service/7055/docsify.png,https://stackshare.io/docsify
Application and Data,Utilities,Application Utilities,MireDot,Generate your Java REST API Documentation in 5 Minutes,https://img.stackshare.io/service/1488/miredot.png,https://stackshare.io/miredot
Application and Data,Utilities,Application Utilities,Apiary,"Integrated API documentation, prototyping and testing",https://img.stackshare.io/service/272/7b176017eab2903a23d914460b6dd600.jpeg,https://stackshare.io/apiary
Utilities,Business Tools,Application Utilities,Squarespace,Everything You Need To Create An Exceptional Website,https://img.stackshare.io/service/178/28uIqxzS.png,https://stackshare.io/squarespace
Utilities,Business Tools,Application Utilities,Weebly,The easiest way to create a website,https://img.stackshare.io/service/176/_yxrNkwg.png,https://stackshare.io/weebly
Utilities,Business Tools,Application Utilities,Wix,Wix.com is a web development platform enabling anyone to build a stunning online presence using simple cloud-based creation and management tools.,https://img.stackshare.io/company/2030/tWvyX-sp.png,https://stackshare.io/wix
Utilities,Business Tools,Application Utilities,Launchaco,"Instantly generate a responsive, free, website",https://img.stackshare.io/service/6114/ETU_kKY5.jpg,https://stackshare.io/launchaco
Utilities,Business Tools,Application Utilities,Eager,Bring your website to life with free plugins you can install in seconds.,https://img.stackshare.io/service/3610/LaQj7jnj.png,https://stackshare.io/eager
Utilities,Business Tools,Application Utilities,POP.co,"The ridiculously easy way to build your web presence. Get your very own domain name,  email address, and webpage.",https://img.stackshare.io/service/3638/_tKdRkvz.jpeg,https://stackshare.io/pop-co
Utilities,Business Tools,Application Utilities,Shogun,Drag/drop page builder that plugs into your website,https://img.stackshare.io/service/4091/U7Migaej.png,https://stackshare.io/shogun
Utilities,Business Tools,Application Utilities,Yola,"Create a professional, free website in minutes",https://img.stackshare.io/service/177/eCdl-kBv.png,https://stackshare.io/yola
Utilities,Application Utilities,Commenting Service,Disqus,"Elevating the discussion, anywhere on the web.",https://img.stackshare.io/service/29/af69f7089ebfabe3bb33129bf9d4d325.png,https://stackshare.io/disqus
Utilities,Application Utilities,Commenting Service,LiveFyre,We make your site social.,https://img.stackshare.io/service/30/nmo0BfUa.png,https://stackshare.io/livefyre
Utilities,Application Utilities,Commenting Service,Talk,"A better commenting experience from Mozilla, The New York Times, and The Washington Post",https://img.stackshare.io/service/7608/1BAyoAZ3_400x400.png,https://stackshare.io/talk
Utilities,Application Utilities,Commenting Service,Commento,"Lightweight, open source, tracking-free alternative to Disqus",https://img.stackshare.io/service/6844/no-img-open-source.png,https://stackshare.io/commento
Utilities,Application Utilities,Commenting Service,Schnack,Open-source Disqus clone for static websites,https://img.stackshare.io/service/8157/be8tvq.jpg,https://stackshare.io/schnack
Utilities,Application Utilities,User Management and Authentication,Auth0,"Token-based Single Sign On for your Apps and APIs with social, databases and enterprise identities",https://img.stackshare.io/service/601/5Nm3jtVh.jpeg,https://stackshare.io/auth0
Utilities,Application Utilities,User Management and Authentication,Devise,Flexible authentication solution for Rails with Warden,https://img.stackshare.io/service/1432/devise.png,https://stackshare.io/devise
Utilities,Application Utilities,User Management and Authentication,OmniAuth,OmniAuth is a flexible authentication system utilizing Rack middleware.,https://img.stackshare.io/service/1433/omniauth.png,https://stackshare.io/omniauth
Utilities,Application Utilities,Desktop Querying Tools,osquery,Expose the operating system as a relational database (by Facebook),https://img.stackshare.io/service/6949/68747470733a2f2f6f7371756572792e696f2f6173736574732f6c6f676f2d6461726b2e706e67.png,https://stackshare.io/osquery
Utilities,Application Utilities,Desktop Querying Tools,FSQL,Search through your file system with SQL-esque queries ,https://img.stackshare.io/service/6948/no-img-open-source.png,https://stackshare.io/fsql
Utilities,Application Utilities,User Management and Authentication,Amazon Cognito,Securely manage and synchronize app data for your users across their mobile devices,https://img.stackshare.io/service/1093/16ffae8c667bdbc6a4969f6f02090652.png,https://stackshare.io/amazon-cognito
Utilities,Application Utilities,User Management and Authentication,Stormpath,User Management and Authentication for Developers,https://img.stackshare.io/service/268/t1WzGozA.png,https://stackshare.io/stormpath
Utilities,Application Utilities,User Management and Authentication,Copper,Password-free signups. No social network required.,https://img.stackshare.io/service/5228/PbJJGNtL.png,https://stackshare.io/copper
Utilities,Application Utilities,User Management and Authentication,OAuth.io,OAuth That Just Works,https://img.stackshare.io/service/1298/d190fab5c1e28e4a01d9c18604e9f7e0.png,https://stackshare.io/oauth-io
Utilities,Application Utilities,User Management and Authentication,Satellizer,Token-based AngularJS Authentication,https://img.stackshare.io/service/1431/satellizer.png,https://stackshare.io/satellizer
Utilities,Application Utilities,User Management and Authentication,Guardian,Remove the OAuth dance with one request,https://img.stackshare.io/service/2063/no-img-open-source.png,https://stackshare.io/guardian
Utilities,Application Utilities,User Management and Authentication,Cierge,Easy magic-link authentication,https://img.stackshare.io/service/8225/21dq3he.png,https://stackshare.io/cierge
Utilities,Application Utilities,User Management and Authentication,DailyCred,Everything you need to manage users for your website or app.,https://img.stackshare.io/service/335/apple-touch-icon-180x180.png,https://stackshare.io/dailycred
Utilities,Application Utilities,User Management and Authentication,Keratin AuthN,Accounts and Auth Microservice in Go,https://img.stackshare.io/service/7863/23507480.gif,https://stackshare.io/keratin-authn
Utilities,Application Utilities,User Management and Authentication,Userbin,Instant User Accounts. Turns your link tags into sleek login flows.,https://img.stackshare.io/service/367/C5mFzFTV.png,https://stackshare.io/userbin
Utilities,Application Utilities,DNS Management,Amazon Route 53,A highly available and scalable Domain Name System (DNS) web service.,https://img.stackshare.io/service/38/amazon-route-53.png,https://stackshare.io/amazon-route-53
Utilities,Application Utilities,DNS Management,DNSimple,We make DNS simple,https://img.stackshare.io/service/36/HQM41T6C_400x400.png,https://stackshare.io/dnsimple
Utilities,Application Utilities,DNS Management,Dyn,"Managed DNS, Outsourced DNS & Anycast DNS",https://img.stackshare.io/service/37/20bfa6ba784c991d3bf1b058db82b6f7.jpeg,https://stackshare.io/dyn
Utilities,Application Utilities,DNS Management,Google Cloud DNS,"Reliable, resilient, low-latency DNS serving from Google’s worldwide network of Anycast DNS servers",https://img.stackshare.io/service/696/s01TMTGn.png,https://stackshare.io/google-cloud-dns
Utilities,Application Utilities,DNS Management,DNS Made Easy,"DNS performance, reliability, and security have never been easier.",https://img.stackshare.io/service/1685/preview.png,https://stackshare.io/dns-made-easy
Utilities,Application Utilities,DNS Management,NS1,Intelligent DNS & traffic management,https://img.stackshare.io/service/3454/JNM4JQf.png,https://stackshare.io/ns1
Application and Data,Utilities,Application Utilities,Gatling,"open-source load testing framework based on Scala, Akka and Netty",https://img.stackshare.io/service/3265/picto_big.png,https://stackshare.io/gatling
Application and Data,Utilities,Application Utilities,Loader.io,Simple Cloud-based Load Testing,https://img.stackshare.io/service/216/4-rbfATJ.png,https://stackshare.io/loader-io
Application and Data,Utilities,Application Utilities,Locust,"Define user behaviour with Python code, and swarm your system with millions of simultaneous users",https://img.stackshare.io/service/3301/locust-logo-orignal.png,https://stackshare.io/locust
Application and Data,Utilities,Application Utilities,BlazeMeter,The Load Testing Platform for Developers,https://img.stackshare.io/service/498/WYl4LlbI.png,https://stackshare.io/blazemeter
Utilities,Application Utilities,Website Accelerator,Yottaa,"All-in-one cloud service that optimizes, protects, and monitors websites on any platform.",https://img.stackshare.io/service/180/c56YH2IS.jpeg,https://stackshare.io/yottaa
Utilities,Application Utilities,Website Accelerator,Torbit,"Next generation web performance with measurement, analytics and optimization.",https://img.stackshare.io/service/179/torbit_icon_square_black.png,https://stackshare.io/torbit
Utilities,Application Utilities,DNS Tools,OctoDNS,DNS as code - Tools for managing DNS across multiple providers (by GitHub),https://img.stackshare.io/service/6880/octodns-logo.png,https://stackshare.io/octodns
Application and Data,Utilities,Application Utilities,AWS Device Farm,Test your app on real devices in the AWS Cloud,https://img.stackshare.io/service/3878/amazon-device-farm.png,https://stackshare.io/aws-device-farm
Application and Data,Utilities,Application Utilities,Blitz,"Load testing for websites, web apps, and REST APIs",https://img.stackshare.io/service/208/7Q-l-Hu-.png,https://stackshare.io/blitz
