stack-name,category-name,group-name,title,description,icon-url,url
Application and Data,DevOps,"Build, Test, Deploy",NeoBundle,Next generation Vim package manager,https://img.stackshare.io/service/1465/no-img-open-source.png,https://stackshare.io/neobundle
Application and Data,DevOps,"Build, Test, Deploy",SlushJS,The streaming scaffolding system - Gulp as a replacement for Yeoman,https://img.stackshare.io/service/4118/7630929.png,https://stackshare.io/slush
DevOps,"Build, Test, Deploy",Container Tools,Bitnami Stacksmith,Create custom container images in minutes,https://img.stackshare.io/service/3982/apple-touch-icon-144x144.png,https://stackshare.io/bitnami-stacksmith
DevOps,"Build, Test, Deploy",Container Tools,Docker Swarm Visual...,"A visualizer for Docker Swarm using the Docker Remote API, Node.JS, and D3",https://img.stackshare.io/service/5673/no-img-open-source.png,https://stackshare.io/docker-swarm-visualizer
DevOps,"Build, Test, Deploy",Container Tools,gockerize,Easily build and package Go binaries into Docker,https://img.stackshare.io/service/3424/dockerize.png,https://stackshare.io/gockerize
DevOps,"Build, Test, Deploy",Continuous Deployment,Buddy,"Build, test and deploy on push in seconds.",https://img.stackshare.io/service/4263/logo-sygnet_big.png,https://stackshare.io/buddy
Application and Data,DevOps,"Build, Test, Deploy",Parcel,"📦🚀  A fast, zero configuration web application bundler",https://img.stackshare.io/service/8054/fC6Wad-S_400x400.jpg,https://stackshare.io/parcel
Application and Data,DevOps,"Build, Test, Deploy",Webpacker,Use Webpack to manage app-like JavaScript modules in Rails (by Rails),https://img.stackshare.io/service/6187/no-img-open-source.png,https://stackshare.io/webpacker
Application and Data,DevOps,"Build, Test, Deploy",Gitless,An experimental version control system built on top of Git,https://img.stackshare.io/service/5912/gitless.png,https://stackshare.io/gitless
Application and Data,DevOps,"Build, Test, Deploy",Git Reflow,"Reflow automatically creates pull requests, ensures the code review is approved, and squash merges finished branches to master",https://img.stackshare.io/service/5207/no-img-open-source.png,https://stackshare.io/git-reflow
DevOps,"Build, Test, Deploy",Text Editor,CodeMirror,"In-browser code editor used in the dev tools for both Firefox and Chrome, Light Table, Adobe Brackets, Bitbucket, and many other projects.",https://img.stackshare.io/service/2490/E_fCaAi6.png,https://stackshare.io/codemirror
DevOps,"Build, Test, Deploy",Text Editor,gedit,"Text editor for the GNOME desktop environment, Mac OS X and Microsoft Windows",https://img.stackshare.io/service/647/v4MmqHgB.png,https://stackshare.io/gedit
DevOps,"Build, Test, Deploy",Continuous Integration,Buildkite,"Test, build and deploy using your own infrastructure",https://img.stackshare.io/service/577/ET9jZQx9.jpeg,https://stackshare.io/buildkite
DevOps,"Build, Test, Deploy",Continuous Integration,Shippable,Shippable is a SaaS platform that lets you easily add Continuous Integration/Deployment to your Github & Bitbucket repos,https://img.stackshare.io/service/807/oGT_5wY9.png,https://stackshare.io/shippable
Application and Data,DevOps,"Build, Test, Deploy",GitSavvy,Git integration in Sublime including per-line staging,https://img.stackshare.io/service/2644/no-img-open-source.png,https://stackshare.io/gitsavvy
Application and Data,DevOps,"Build, Test, Deploy",Lineman,A tool to help you build fat-client webapp projects,https://img.stackshare.io/service/854/9b0907e424bbf3b4c4c279ebb70b5c92.png,https://stackshare.io/lineman
Application and Data,DevOps,"Build, Test, Deploy",Yeoman,A set of tools for automating development workflow,https://img.stackshare.io/service/853/46ea2dd8b1bdd31a8ba61044cb5b6ebe.png,https://stackshare.io/yeoman
DevOps,"Build, Test, Deploy",Container Tools,KubeDB,Kubernetes ready production-grade Databases,https://img.stackshare.io/service/7365/apple-touch-icon-180x180.png,https://stackshare.io/kubedb
DevOps,"Build, Test, Deploy",Container Tools,Dumb-init,"A minimal init system for Linux containers, by Yelp",https://img.stackshare.io/service/1150/no-img-open-source.png,https://stackshare.io/dumb-init
DevOps,"Build, Test, Deploy",Container Tools,Habitus,A Build Flow Tool for Docker,https://img.stackshare.io/service/5609/habitus.png,https://stackshare.io/habitus
DevOps,"Build, Test, Deploy",Continuous Deployment,DeployBot,"Instantly deploy from Github, Bitbucket, or Gitlab without complex scripts, commands or configs.",https://img.stackshare.io/service/307/-5HuIKsa.png,https://stackshare.io/deploybot
DevOps,"Build, Test, Deploy",Continuous Deployment,Deployer,Deployment Tool for PHP,https://img.stackshare.io/service/4358/8088857.png,https://stackshare.io/deployer
DevOps,"Build, Test, Deploy",Continuous Deployment,AWS CodePipeline,Continuous delivery service for fast and reliable application updates,https://img.stackshare.io/service/3297/aws-codepipeline.png,https://stackshare.io/aws-codepipeline
Application and Data,DevOps,"Build, Test, Deploy",Pingy CLI,The Simple Front End Build Tool,https://img.stackshare.io/service/6917/Gx0dwAnn.jpg,https://stackshare.io/pingy-cli
Application and Data,DevOps,"Build, Test, Deploy",Fly.js,New generation build system,https://img.stackshare.io/service/3316/fly.png,https://stackshare.io/flyjs
Application and Data,DevOps,"Build, Test, Deploy",Pijul,A free and open source distributed version control system,https://img.stackshare.io/service/6526/_zmbuHyv.jpg,https://stackshare.io/pijul
Application and Data,DevOps,"Build, Test, Deploy",BitKeeper,"Enterprise-ready version control, now open-source",https://img.stackshare.io/service/5082/7sAEvmzB.jpg,https://stackshare.io/bitkeeper
DevOps,"Build, Test, Deploy",Text Editor,Monaco Editor,A browser based code editor,https://img.stackshare.io/service/5328/aUzLHrCL.png,https://stackshare.io/monaco-editor
DevOps,"Build, Test, Deploy",Text Editor,Kakoune,Vim inspired — Faster as in less keystrokes — Multiple selections — Orthogonal design,https://img.stackshare.io/service/3255/no-img-open-source.png,https://stackshare.io/kakoune
DevOps,"Build, Test, Deploy",Text Editor,Micro ,Modern terminal-based text editor,https://img.stackshare.io/service/7701/21361806.png,https://stackshare.io/micro-editor
DevOps,"Build, Test, Deploy",Continuous Integration,Concourse,Pipeline-based CI system written in Go,https://img.stackshare.io/service/4949/3C8UrVPf.jpg,https://stackshare.io/concourse
DevOps,"Build, Test, Deploy",Continuous Integration,Snap CI,"Build, test, and deploy software faster with Snap's continuous integration and deployment tool",https://img.stackshare.io/service/1288/Snap_CI.png,https://stackshare.io/snap-ci
DevOps,"Build, Test, Deploy",Container Tools,Skaffold,Easy and Repeatable Kubernetes Development,https://img.stackshare.io/service/8677/2810941.png,https://stackshare.io/skaffold
DevOps,"Build, Test, Deploy",Container Tools,Hadolint,A Static Analysis Tool for Dockerfiles in Haskell,https://img.stackshare.io/service/1150/no-img-open-source.png,https://stackshare.io/hadolint
DevOps,"Build, Test, Deploy",Container Tools,Helios,"Docker container orchestration platform, by Spotify",https://img.stackshare.io/service/4320/251374.png,https://stackshare.io/helios
Application and Data,DevOps,"Build, Test, Deploy",ngrok,Securely expose a local web server to the internet and capture all traffic for detailed inspection and replay,https://img.stackshare.io/service/1309/ngrok.png,https://stackshare.io/ngrok
DevOps,"Build, Test, Deploy",Continuous Deployment,Cloud 66,Full Stack Container Management as a Service,https://img.stackshare.io/service/325/jpx2y54i0d7sm1u5gv4e.png,https://stackshare.io/cloud-66
DevOps,"Build, Test, Deploy",Continuous Deployment,Teletraan,Pinterest's deploy system,https://img.stackshare.io/service/4505/O4VCmrY5.png,https://stackshare.io/teletraan
DevOps,"Build, Test, Deploy",Continuous Deployment,Armory,Make Deployments Boring and Self-Service,https://img.stackshare.io/service/6591/_WkH6LuO.jpg,https://stackshare.io/armory
Application and Data,DevOps,"Build, Test, Deploy",Sagui,Front-end tooling in a single dependency,https://img.stackshare.io/service/5362/18706757.png,https://stackshare.io/sagui
Application and Data,DevOps,"Build, Test, Deploy",Microbundle,Zero-configuration bundler for tiny modules,https://img.stackshare.io/service/8111/oo715.png,https://stackshare.io/microbundle
Application and Data,DevOps,"Build, Test, Deploy",Metro Bundler,🚇 The JavaScript bundler for React Native,https://img.stackshare.io/service/7052/_E4y2YXo.jpg,https://stackshare.io/metro-bundler
Application and Data,DevOps,"Build, Test, Deploy",SVN (Subversion),Enterprise-class centralized version control for the masses,https://img.stackshare.io/service/1045/svn.jpg,https://stackshare.io/svn
DevOps,"Build, Test, Deploy",Text Editor,Slap,Sublime-like terminal-based text editor,https://img.stackshare.io/service/1393/7591891.png,https://stackshare.io/slap
DevOps,"Build, Test, Deploy",Text Editor,CotEditor,Open Source Plain-Text Editor for OS X,https://img.stackshare.io/service/2016/IhLptgy5.png,https://stackshare.io/coteditor
DevOps,"Build, Test, Deploy",Text Editor,VimR,Refined Vim Experience for OS X,https://img.stackshare.io/service/1375/-VVW0sJ2.png,https://stackshare.io/vimr
DevOps,"Build, Test, Deploy",Continuous Integration,Solano CI,Massively Scalable Continuous Integration and Deployment,https://img.stackshare.io/service/503/bf0ad913f158cf860d8377af0260f147.png,https://stackshare.io/solano-ci
DevOps,"Build, Test, Deploy",Continuous Integration,Buildbot,Python-based continuous integration testing framework,https://img.stackshare.io/service/1427/324515.png,https://stackshare.io/buildbot
DevOps,"Build, Test, Deploy",Container Tools,dockersh,A shell which places users into individual docker containers,https://img.stackshare.io/service/1426/no-img-open-source.png,https://stackshare.io/dockersh
DevOps,"Build, Test, Deploy",Container Tools,Draft ,A tool for developers to create cloud-native applications on Kubernetes,https://img.stackshare.io/service/7057/draft.png,https://stackshare.io/draft-2
Application and Data,DevOps,"Build, Test, Deploy",GoTTY,Share your terminal as a web application,https://img.stackshare.io/service/3462/no-img-open-source.png,https://stackshare.io/gotty
Application and Data,DevOps,"Build, Test, Deploy",Teleconsole,Share your UNIX terminal in seconds,https://img.stackshare.io/service/5988/no-img-open-source.png,https://stackshare.io/teleconsole
Application and Data,DevOps,"Build, Test, Deploy",ShutIt,Automation tool that models a user's actions on a terminal,https://img.stackshare.io/service/5424/no-img-open-source.png,https://stackshare.io/shutit
DevOps,"Build, Test, Deploy",Text Editor,Textadept,"A fast, minimalist, and extensible cross-platform text editor ",https://img.stackshare.io/service/7700/ae0fb53190ad22c7520379c3a4a89667_400x400.png,https://stackshare.io/textadept
DevOps,"Build, Test, Deploy",Text Editor,Remacs,Rust ❤️  Emacs,https://img.stackshare.io/service/6272/no-img-open-source.png,https://stackshare.io/remacs
DevOps,"Build, Test, Deploy",Continuous Integration,Blue Ocean,A reboot of the Jenkins CI/CD User Experience,https://img.stackshare.io/service/6165/107424.png,https://stackshare.io/blue-ocean
DevOps,"Build, Test, Deploy",Continuous Integration,AWS CodeBuild,Build and test code with continuous scaling,https://img.stackshare.io/service/6086/aws-codebuild.png,https://stackshare.io/aws-codebuild
DevOps,"Build, Test, Deploy",Continuous Integration,Test Kitchen,Integration tool for developing and testing infrastructure code and software on isolated target platforms,https://img.stackshare.io/service/2058/Dfh1da84.jpeg,https://stackshare.io/test-kitchen
Application and Data,DevOps,"Build, Test, Deploy",Terraform,Describe your complete infrastructure as code and build resources across providers,https://img.stackshare.io/service/1276/terraform.png,https://stackshare.io/terraform
DevOps,"Build, Test, Deploy",Container Tools,Conduit,Open-source service mesh for Kubernetes,https://img.stackshare.io/service/8044/DwO16RLv_400x400.jpg,https://stackshare.io/conduit
DevOps,"Build, Test, Deploy",Container Tools,Hypernetes,Multi-Tenant Kubernetes Distribution,https://img.stackshare.io/service/3859/12324138.png,https://stackshare.io/hypernetes
Application and Data,DevOps,"Build, Test, Deploy",warp,Secure and simple terminal sharing,https://img.stackshare.io/service/7051/no-img-open-source.png,https://stackshare.io/warp
Application and Data,DevOps,"Build, Test, Deploy",PageKite,Make local websites or SSH servers publicly accessible in mere seconds,https://img.stackshare.io/service/1223/pagekite-gravatar.png,https://stackshare.io/pagekite
DevOps,"Build, Test, Deploy",Text Editor,Neovim,Vim's rebirth for the 21st century,https://img.stackshare.io/service/983/XDy-S1r6.png,https://stackshare.io/neovim
DevOps,"Build, Test, Deploy",Composable Web Service Framework,Karyon,The nucleus or the base container for Applications and Services built using the NetflixOSS ecosystem,https://img.stackshare.io/service/2086/99V92_Sr.png,https://stackshare.io/karyon
DevOps,"Build, Test, Deploy",Continuous Integration,Heroku CI,"Fast, low-setup CI that’s easy to use.",https://img.stackshare.io/service/6945/heroku-ci.png,https://stackshare.io/heroku-ci
